place_id,name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,index_jan,index_feb,index_mar,index_apr,index_may,index_jun,index_jul,index_aug,index_sep,index_oct,index_nov,index_dec
n1324370307,n1324370307 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1324370340,n1324370340 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1324370369,n1324370369 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1325725742,n1325725742 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1329752313,n1329752313 (via Tura),0.3,0.57,1.34,5.79,9.38,13.24,13.26,10.67,10.79,6.01,0.3,0.18,0.0157,0.0298,0.07,0.3025,0.4901,0.6917,0.6928,0.5575,0.5637,0.314,0.0157,0.0094
n1329752575,n1329752575 (via Tura),0.3,0.57,1.34,5.79,9.38,13.24,13.26,10.67,10.79,6.01,0.3,0.18,0.0157,0.0298,0.07,0.3025,0.4901,0.6917,0.6928,0.5575,0.5637,0.314,0.0157,0.0094
n1329753265,n1329753265 (via Tura),0.3,0.57,1.34,5.79,9.38,13.24,13.26,10.67,10.79,6.01,0.3,0.18,0.0157,0.0298,0.07,0.3025,0.4901,0.6917,0.6928,0.5575,0.5637,0.314,0.0157,0.0094
n1329753295,n1329753295 (via Tura),0.3,0.57,1.34,5.79,9.38,13.24,13.26,10.67,10.79,6.01,0.3,0.18,0.0157,0.0298,0.07,0.3025,0.4901,0.6917,0.6928,0.5575,0.5637,0.314,0.0157,0.0094
n1329753316,n1329753316 (via Tura),0.3,0.57,1.34,5.79,9.38,13.24,13.26,10.67,10.79,6.01,0.3,0.18,0.0157,0.0298,0.07,0.3025,0.4901,0.6917,0.6928,0.5575,0.5637,0.314,0.0157,0.0094
n1329754174,n1329754174 (via Tura),0.3,0.57,1.34,5.79,9.38,13.24,13.26,10.67,10.79,6.01,0.3,0.18,0.0157,0.0298,0.07,0.3025,0.4901,0.6917,0.6928,0.5575,0.5637,0.314,0.0157,0.0094
n1329754933,n1329754933 (via Tura),0.3,0.57,1.34,5.79,9.38,13.24,13.26,10.67,10.79,6.01,0.3,0.18,0.0157,0.0298,0.07,0.3025,0.4901,0.6917,0.6928,0.5575,0.5637,0.314,0.0157,0.0094
n1329755394,n1329755394 (via Tura),0.3,0.57,1.34,5.79,9.38,13.24,13.26,10.67,10.79,6.01,0.3,0.18,0.0157,0.0298,0.07,0.3025,0.4901,0.6917,0.6928,0.5575,0.5637,0.314,0.0157,0.0094
n1329755609,n1329755609 (via Tura),0.3,0.57,1.34,5.79,9.38,13.24,13.26,10.67,10.79,6.01,0.3,0.18,0.0157,0.0298,0.07,0.3025,0.4901,0.6917,0.6928,0.5575,0.5637,0.314,0.0157,0.0094
n1329755858,n1329755858 (via Tura),0.3,0.57,1.34,5.79,9.38,13.24,13.26,10.67,10.79,6.01,0.3,0.18,0.0157,0.0298,0.07,0.3025,0.4901,0.6917,0.6928,0.5575,0.5637,0.314,0.0157,0.0094
n1329755928,n1329755928 (via Tura),0.3,0.57,1.34,5.79,9.38,13.24,13.26,10.67,10.79,6.01,0.3,0.18,0.0157,0.0298,0.07,0.3025,0.4901,0.6917,0.6928,0.5575,0.5637,0.314,0.0157,0.0094
n1329755950,n1329755950 (via Tura),0.3,0.57,1.34,5.79,9.38,13.24,13.26,10.67,10.79,6.01,0.3,0.18,0.0157,0.0298,0.07,0.3025,0.4901,0.6917,0.6928,0.5575,0.5637,0.314,0.0157,0.0094
n1329756251,n1329756251 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n1329756252,n1329756252 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n1329757554,n1329757554 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n1329757610,n1329757610 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n1329758386,n1329758386 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n1329758859,n1329758859 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n1329758863,n1329758863 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n1329758945,n1329758945 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n1329759680,n1329759680 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n1329767694,n1329767694 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n1329767721,n1329767721 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n13301574171,n13301574171 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n13304383329,n13304383329 (via Diphu),0.28,0.75,1.57,4.67,6.53,7.91,7.76,7.14,5.84,2.95,0.69,0.37,0.0146,0.0392,0.082,0.244,0.3412,0.4133,0.4054,0.373,0.3051,0.1541,0.0361,0.0193
n13304383347,n13304383347 (via Diphu),0.28,0.75,1.57,4.67,6.53,7.91,7.76,7.14,5.84,2.95,0.69,0.37,0.0146,0.0392,0.082,0.244,0.3412,0.4133,0.4054,0.373,0.3051,0.1541,0.0361,0.0193
n13304383352,n13304383352 (via Diphu),0.28,0.75,1.57,4.67,6.53,7.91,7.76,7.14,5.84,2.95,0.69,0.37,0.0146,0.0392,0.082,0.244,0.3412,0.4133,0.4054,0.373,0.3051,0.1541,0.0361,0.0193
n13304544410,n13304544410 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n13304544412,n13304544412 (via Dhubri),0.22,0.52,1.31,5.79,9.22,12.98,13.52,10.62,10.76,5.54,0.26,0.12,0.0115,0.0272,0.0684,0.3025,0.4817,0.6782,0.7064,0.5549,0.5622,0.2894,0.0136,0.0063
n13310753697,n13310753697 (via Goalpara),0.24,0.66,1.64,7.36,9.92,13.43,13.11,10.12,9.18,5.15,0.33,0.18,0.0125,0.0345,0.0857,0.3845,0.5183,0.7017,0.685,0.5287,0.4796,0.2691,0.0172,0.0094
n13321533927,n13321533927 (via Dharmanagar),0.36,1.04,2.6,10.13,15.32,19.14,16.86,13.93,11.43,6.56,0.92,0.71,0.0188,0.0543,0.1358,0.5293,0.8004,1.0,0.8809,0.7278,0.5972,0.3427,0.0481,0.0371
n13382943608,n13382943608 (via Golaghat),0.37,0.91,1.8,5.21,7.54,9.94,10.39,9.1,7.52,3.22,0.7,0.32,0.0193,0.0475,0.094,0.2722,0.3939,0.5193,0.5428,0.4754,0.3929,0.1682,0.0366,0.0167
n13382943613,n13382943613 (via Golaghat),0.37,0.91,1.8,5.21,7.54,9.94,10.39,9.1,7.52,3.22,0.7,0.32,0.0193,0.0475,0.094,0.2722,0.3939,0.5193,0.5428,0.4754,0.3929,0.1682,0.0366,0.0167
n13382969841,n13382969841 (via Golaghat),0.37,0.91,1.8,5.21,7.54,9.94,10.39,9.1,7.52,3.22,0.7,0.32,0.0193,0.0475,0.094,0.2722,0.3939,0.5193,0.5428,0.4754,0.3929,0.1682,0.0366,0.0167
n13382969859,n13382969859 (via Golaghat),0.37,0.91,1.8,5.21,7.54,9.94,10.39,9.1,7.52,3.22,0.7,0.32,0.0193,0.0475,0.094,0.2722,0.3939,0.5193,0.5428,0.4754,0.3929,0.1682,0.0366,0.0167
n1340875555,n1340875555 (via Gangtok),0.16,0.42,0.96,1.89,3.57,5.4,9.15,7.27,5.11,1.55,0.1,0.09,0.0084,0.0219,0.0502,0.0987,0.1865,0.2821,0.4781,0.3798,0.267,0.081,0.0052,0.0047
n1344230878,n1344230878 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1344231055,n1344231055 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1344231363,n1344231363 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1344373928,n1344373928 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n13449554481,n13449554481 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n13449566351,n13449566351 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n13449593998,n13449593998 (via Udaipur),0.34,0.72,1.82,5.52,10.66,14.62,15.11,11.82,9.72,6.02,1.32,0.65,0.0178,0.0376,0.0951,0.2884,0.5569,0.7638,0.7894,0.6176,0.5078,0.3145,0.069,0.034
n13449985848,n13449985848 (via Sivasagar),0.49,1.23,2.22,6.12,8.66,12.3,13.51,11.41,9.33,3.59,0.67,0.28,0.0256,0.0643,0.116,0.3197,0.4525,0.6426,0.7059,0.5961,0.4875,0.1876,0.035,0.0146
n1345435418,n1345435418 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345435465,n1345435465 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697438,n1345697438 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697449,n1345697449 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697453,n1345697453 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697473,n1345697473 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697483,n1345697483 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697491,n1345697491 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697493,n1345697493 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697529,n1345697529 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697552,n1345697552 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697585,n1345697585 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697589,n1345697589 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697591,n1345697591 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697594,n1345697594 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697599,n1345697599 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697602,n1345697602 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697613,n1345697613 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697619,n1345697619 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697621,n1345697621 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697632,n1345697632 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697697,n1345697697 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697728,n1345697728 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697730,n1345697730 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697756,n1345697756 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697812,n1345697812 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697825,n1345697825 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697855,n1345697855 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345697884,n1345697884 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345698043,n1345698043 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345698162,n1345698162 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345698311,n1345698311 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345698373,n1345698373 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345698610,n1345698610 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345698762,n1345698762 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345698832,n1345698832 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345698980,n1345698980 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345699105,n1345699105 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345699165,n1345699165 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345733537,n1345733537 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345733540,n1345733540 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345733542,n1345733542 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345733543,n1345733543 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345733544,n1345733544 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345733551,n1345733551 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345733565,n1345733565 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345733613,n1345733613 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1345733698,n1345733698 (via Siliguri),0.18,0.41,0.95,2.33,5.25,9.25,15.28,11.38,9.71,2.96,0.18,0.08,0.0094,0.0214,0.0496,0.1217,0.2743,0.4833,0.7983,0.5946,0.5073,0.1546,0.0094,0.0042
n1346380525,n1346380525 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346380533,n1346380533 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346380535,n1346380535 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346388174,n1346388174 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346388187,n1346388187 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346388199,n1346388199 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346388224,n1346388224 (via Barpeta),0.21,0.68,1.72,7.74,9.29,11.98,11.3,8.8,7.31,4.15,0.38,0.17,0.011,0.0355,0.0899,0.4044,0.4854,0.6259,0.5904,0.4598,0.3819,0.2168,0.0199,0.0089
n1346388226,n1346388226 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346388230,n1346388230 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346388251,n1346388251 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346388268,n1346388268 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346388429,n1346388429 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
n1346388581,n1346388581 (via Bongaigaon),0.2,0.62,1.59,7.29,9.65,12.7,12.93,9.88,8.74,4.66,0.3,0.13,0.0104,0.0324,0.0831,0.3809,0.5042,0.6635,0.6755,0.5162,0.4566,0.2435,0.0157,0.0068
